1,u'coffee ice', u'coffee'
2,u'gouda', u'gouda_cheese'
2,u'port', u'port_wine'
2,u'coconut_cream', u'coconut_milk'
2,u'cayenne_pepper', u'red_pepper'
2,u'calamari', u'squid'
2,u'maraschino', u'maraschino_cherries'
2,u'durum_wheat', u'hard_wheat'
2,u'rock_lobster', u'spiny_lobster'
2,u'muscat', u'muscat_grape'
2,u'purple_onion', u'red_onion'
2,u'food_coloring', u'food_colouring'
2,u'pepper', u'peppercorn'
2,u'broccoli_raab', u'broccoli_rabe'
2,u'wheat', u'wheat_berry'
2,u'bass', u'sea_bass'
2,u'gray_mullet', u'grey_mullet'
2,u'filbert', u'hazelnut'
2,u'self-raising_flour', u'self-rising_flour'
2,u'camomile', u'chamomile'
2,u'cookie', u'cooky'
2,u'haricot_vert', u'haricots_verts'
2,u'seville_oranges', u'sour_orange'
2,u'salmon_trout', u'sea_trout'
2,u'grey_mullet', u'mullet'
2,u'soft-shell_clam', u'steamer_clam'
2,u'brown_bread', u'whole_wheat_bread'
2,u'black_bean', u'turtle_bean'
2,u'biscuit', u'cookie'
2,u'oatmeal', u'rolled_oats'
2,u'pistachio', u'pistachio_nut'
2,u'cob', u'cobnut'
2,u'lasagna', u'lasagne'
2,u'bell_pepper', u'paprika'
2,u'soda', u'soda_water'
2,u'golden_syrup', u'treacle'
2,u'marjoram', u'oregano'
2,u'dill', u'dill_weed'
2,u'chocolate_truffle', u'truffle'
2,u'green_onion', u'scallion'
2,u'rockfish', u'striped_bass'
2,u'arugula', u'rocket'
2,u'celeriac', u'celery_root'
2,u'soy', u'soy_sauce'
2,u'graham_flour', u'whole_wheat_flour'
2,u'spinach_beet', u'swiss_chard'
2,u'pasta_sauce', u'spaghetti_sauce'
2,u'rutabaga', u'swede'
2,u'sour_cream', u'soured_cream'
2,u'anise', u'anise_seed'
2,u'licorice', u'liquorice'
2,u'fish fillet', u'fillet'
2,u'chinese_cabbage', u'chinese_celery'
2,u'scallion', u'spring_onion'
2,u'cos_lettuce', u'romaine'
2,u'beet', u'beetroot'
2,u'crab', u'crabmeat'
2,u'yoghurt', u'yogurt'
2,u'milk_powder', u'powdered_milk'
2,u'chip', u'potato_chip'
2,u'caster_sugar', u'castor_sugar'
2,u'wax_bean', u'yellow_bean'
2,u'sorrel', u'wood_sorrel'
2,u'crown_roast', u'rack_of_lamb'
2,u'belgian_endive', u'witloof'
2,u'filet', u'fillet'
2,u'light_cream', u'single_cream'
2,u'bulghur', u'bulgur'
2,u'chocolate', u'cocoa'
2,u'cereal', u'grain'
2,u'butter_bean', u'lima_bean'
2,u'broad_bean', u'fava_bean'
2,u'italian_rice', u'risotto'
2,u'cobnut', u'filbert'
2,u'hard-boiled_egg', u'hard-cooked_egg'
2,u'vanilla', u'vanilla_extract'
2,u'cracker', u'snapper'
2,u'paprika', u'pimento'
2,u'brown_trout', u'salmon_trout'
2,u'whiskey', u'whisky'
2,u'club_soda', u'soda_water'
2,u'candied_fruit', u'crystallized_fruit'
2,u'cake', u'patty'
2,u'groundnut_oil', u'peanut_oil'
2,u'cordial', u'liqueur'
2,u'shin', u'shin_bone'
2,u'soda_water', u'sparkling_water'
2,u'broth', u'stock'
2,u'snap_pea', u'sugar_snap_pea'
2,u'minestrone', u'vegetable_soup'
2,u'french_beans', u'haricot_vert'
2,u'conserve', u'preserve'
2,u'new_york_strip', u'strip_steak'
2,u'clove', u'stick'
2,u'pie_crust', u'pie_shell'
2,u'chocolate_sauce', u'chocolate_syrup'
2,u'cashew', u'cashew_nut'
2,u'cottage_cheese', u"farmer's_cheese"
2,u'chicory', u'curly_endive'
2,u'flageolet', u'haricot'
2,u'finnan_haddock', u'smoked_haddock'
2,u'leek', u'scallion'
2,u'scotch_whiskey', u'scotch_whisky'
2,u'fenugreek', u'fenugreek_seed'
2,u'oil', u'vegetable_oil'
2,u'dried_milk', u'milk_powder'
2,u'mustard', u'mustard_greens'
2,u'drink', u'toast'
2,u'gelatin', u'jelly'
2,u'pimento', u'pimiento'
2,u'romaine', u'romaine_lettuce'
2,u'bittersweet_chocolate', u'dark_chocolate'
2,u'chard', u'spinach_beet'
2,u'black_bread', u'pumpernickel'
2,u'benne', u'sesame'
2,u'green', u'leafy_vegetable'
2,u'crawfish', u'crayfish'
2,u'bordeaux', u'bordeaux_wine'
2,u'crayfish', u'rock_lobster'
2,u'scotch', u'scotch_whiskey'
2,u'pork_roast', u'roast_pork']
3,''
3, u'adobo sauce'
3, u'allspice berry'
3, u'almond butter'
3, u'almond flour'
3, u'almond grappa'
3, u'almond liqueur'
3, u'almond meal'
3, u'almond milk'
3, u'almond paste'
3, u'almond syrup'
3, u'almond toffee'
3, u'anchovy oil'
3, u'anchovy puree'
3, u'anise'
3, u'anise liqueur'
3, u'anise oil'
3, u'anise_seed'
3, u'apple cider'
3, u'apple ice'
3, u'apple nectar'
3, u'apple potato'
3, u'apricot jam'
3, u'apricot liqueur'
3, u'artichoke'
3, u'artichoke'
3, u'artichoke liqueur'
3, u'arugula'
3, u'ascorbic_acid'
3, u'aubergine'
3, u'aubergine'
3, u'bacon dripping'
3, u'banana chile'
3, u'banana ice'
3, u'banana pepper'
3, u'banana squash'
3, u'barley flour'
3, u'basil cress'
3, u'basil fettuccine'
3, u'basil oil'
3, u'basil vinegar'
3, u'bass'
3, u'bean broth'
3, u'bean paste'
3, u'beaujolais wine'
3, u'beef brain'
3, u'beef brisket'
3, u'beef demiglace'
3, u'beef dripping'
3, u'beef gravy'
3, u'beef heart'
3, u'beef liver'
3, u'beef marrow'
3, u'beef mince'
3, u'beef porterhouse'
3, u'beef rib'
3, u'beef rump'
3, u'beef sausage'
3, u'beef schnitzel'
3, u'beef shoulder'
3, u'beef sirloin'
3, u'beef tomato'
3, u'beef_broth'
3, u'beef_roast'
3, u'beet'
3, u'beet juice'
3, u'beetroot fettuccine'
3, u'belgian_endive'
3, u'bell_pepper'
3, u'benne'
3, u'berry jam'
3, u'biscuit'
3, u'bitter green'
3, u'bitter honey'
3, u'bittersweet_chocolate'
3, u'black_bean'
3, u'black_bread'
3, u'black_cherry'
3, u'black_pepper'
3, u'blackberry jam'
3, u'blade mace'
3, u'blanc wine'
3, u'blueberry vodka'
3, u'bordeaux'
3, u'bosc pear'
3, u'bratwurst sausage'
3, u'bread flour'
3, u'bread mix'
3, u'bread starter'
3, u'breakfast radish'
3, u'breakfast sausage'
3, u'bream'
3, u'bream'
3, u'brie cheese'
3, u'brittle'
3, u'broad_bean'
3, u'broad_bean'
3, u'broccoli_raab'
3, u'broccoli_raab'
3, u'broth'
3, u'brown_bread'
3, u'brown_trout'
3, u'buckwheat flour'
3, u'buckwheat honey'
3, u'buckwheat noodle'
3, u'buckwheat polenta'
3, u'buckwheat sprout'
3, u'buffalo mozzarella'
3, u'buffalo ricotta'
3, u'bulghur'
3, u'burger bun'
3, u'butter lettuce'
3, u'butter_bean'
3, u'buttercrunch lettuce'
3, u'butternut pumpkin'
3, u'cake'
3, u'cake flour'
3, u'cake meal'
3, u'calamari'
3, u'camembert cheese'
3, u'camomile'
3, u'candied_fruit'
3, u'caper berry'
3, u'cappelletti pasta'
3, u'cappuccino paste'
3, u'caramel candy'
3, u'caramel ice'
3, u'caramel sauce'
3, u'carbonated_water'
3, u'cashew'
3, u'caster_sugar'
3, u'cayenne'
3, u'cayenne'
3, u'cayenne'
3, u'cayenne_pepper'
3, u'celeriac'
3, u'celeriac'
3, u'celery bitter'
3, u'celery cress'
3, u'celery heart'
3, u'cereal'
3, u'champagne biscuit'
3, u'champagne vinaigrette'
3, u'champagne vinegar'
3, u'champagne wine'
3, u'chard'
3, u'chard'
3, u'chardonnay vinegar'
3, u'chardonnay wine'
3, u'cheddar'
3, u'cheese pumpkin'
3, u'cheese ravioli'
3, u'cheese tortellini'
3, u'cherry brandy'
3, u'cherry jam'
3, u'cherry liqueur'
3, u'cherry pie'
3, u'cherry syrup'
3, u'chestnut beer'
3, u'chestnut cream'
3, u'chestnut flour'
3, u'chestnut honey'
3, u'chestnut jam'
3, u'chestnut mushroom'
3, u'chianti vinegar'
3, u'chianti wine'
3, u'chicken heart'
3, u'chicken mince'
3, u'chicken sausage'
3, u'chicken_broth'
3, u'chickpea'
3, u'chickpea'
3, u'chickpea flour'
3, u'chicory'
3, u'chile'
3, u'chile oil'
3, u'chile paste'
3, u'chile pepper'
3, u'chile pickle'
3, u'chile salsa'
3, u'chile sauce'
3, u'chili oil'
3, u'chilli oil'
3, u'chilli spaghetti'
3, u'chinese_cabbage'
3, u'chinese_parsley'
3, u'chinese_parsley'
3, u'chip'
3, u'chipotle pepper'
3, u'chocolate'
3, u'chocolate biscuit'
3, u'chocolate caramel'
3, u'chocolate chip'
3, u'chocolate cooky'
3, u'chocolate drink'
3, u'chocolate graham'
3, u'chocolate liqueur'
3, u'chocolate pasta'
3, u'chocolate pastille'
3, u'chocolate sandwich'
3, u'chocolate wafer'
3, u'chocolate_sauce'
3, u'chocolate_truffle'
3, u'chorizo sausage'
3, u'cilantro'
3, u'cilantro'
3, u'cinnamon chip'
3, u'cinnamon graham'
3, u'cinnamon oil'
3, u'citron jam'
3, u'citrus'
3, u'citrus liqueur'
3, u'clam broth'
3, u'clam juice'
3, u'clove'
3, u'clover honey'
3, u'club_soda'
3, u'cob'
3, u'cobnut'
3, u'cobnut'
3, u'cocktail onion'
3, u'cocoa'
3, u'coconut amaretto'
3, u'coconut biscuit'
3, u'coconut_cream'
3, u'coffee ice'
3, u'conserve'
3, u'conserve'
3, u'cookie'
3, u'cookie'
3, u'cordial'
3, u'coriander'
3, u'coriander cress'
3, u'corn flour'
3, u'corn pasta'
3, u'corn schnapps'
3, u'corn tortilla'
3, u'cornbread mix'
3, u'cos_lettuce'
3, u'cottage_cheese'
3, u'courgette'
3, u'courgette'
3, u'couverture chocolate'
3, u'crab'
3, u'cracker'
3, u'crawfish'
3, u'crawfish'
3, u'crawfish'
3, u'crayfish'
3, u'crayfish'
3, u'cream liqueur'
3, u'cream sherry'
3, u'crown_roast'
3, u'cucumber pickle'
3, u'cumin'
3, u'currant raisin'
3, u'curry paste'
3, u'daikon radish'
3, u'danish cheese'
3, u'dessert'
3, u'dill'
3, u'dinner roll'
3, u'dog bun'
3, u'dried_milk'
3, u'drink'
3, u'duck broth'
3, u'duck egg'
3, u'duck heart'
3, u'duck leg'
3, u'duck liver'
3, u'duck stock'
3, u'durum_wheat'
3, u'edam cheese'
3, u'edible wafer'
3, u'egg pasta'
3, u'egg tagliatelle'
3, u'egg_white'
3, u'emmental cheese'
3, u'emmenthal cheese'
3, u'endive'
3, u'farfalle pasta'
3, u'fennel'
3, u'fennel salami'
3, u'fennel sausage'
3, u'fennel sprout'
3, u'fennel tea'
3, u'fenugreek'
3, u'fettuccine pasta'
3, u'fig jam'
3, u'filbert'
3, u'filet'
3, u'filet'
3, u'filet'
3, u'filet'
3, u'finnan_haddock'
3, u'fish broth'
3, u'fish fillet'
3, u'fish roe'
3, u'fish sauce'
3, u'fish stock'
3, u'flageolet'
3, u'food_coloring'
3, u'fowl stock'
3, u'frankfurter'
3, u'frankfurter sausage'
3, u'french_beans'
3, u'galliano liqueur'
3, u'game hen'
3, u'game liver'
3, u'game stock'
3, u'gammon'
3, u'garlic green'
3, u'garlic oil'
3, u'garlic sausage'
3, u'gelatin'
3, u'gem lettuce'
3, u'gem squash'
3, u'gherkin cucumber'
3, u'gingersnap cooky'
3, u'golden_syrup'
3, u'goose leg'
3, u'gorgonzola cheese'
3, u'gorgonzola mascarpone'
3, u'gouda'
3, u'graham_flour'
3, u'grain barley'
3, u'grain rice'
3, u'grape jam'
3, u'grape tomato'
3, u'gravy beef'
3, u'gray_mullet'
3, u'gray_mullet'
3, u'green'
3, u'green apple'
3, u'green cabbage'
3, u'green cardamom'
3, u'green cauliflower'
3, u'green cherry'
3, u'green chile'
3, u'green chilli'
3, u'green curry'
3, u'green garlic'
3, u'green grape'
3, u'green lentil'
3, u'green mango'
3, u'green peppercorn'
3, u'green plum'
3, u'green prawn'
3, u'green pumpkin'
3, u'green rhubarb'
3, u'green shrimp'
3, u'green tomato'
3, u'green vegetable'
3, u'green walnut'
3, u'green_onion'
3, u'grenadine syrup'
3, u'grey_mullet'
3, u'grey_mullet'
3, u'groundnut_oil'
3, u'hard-boiled_egg'
3, u'hardtack biscuit'
3, u'hare'
3, u'hare heart'
3, u'hare liver'
3, u'haricot_vert'
3, u'hazelnut flour'
3, u'hazelnut liqueur'
3, u'hazelnut meal'
3, u'hazelnut oil'
3, u'hazelnut paste'
3, u'hazelnut wafer'
3, u'herb sausage'
3, u'herb vinegar'
3, u'hero roll'
3, u'honey vinegar'
3, u'horseradish cream'
3, u'ice wine'
3, u'irish cream'
3, u'italian_rice'
3, u'jack cheese'
3, u'jack mushroom'
3, u'jerusalem_artichokes'
3, u'johnnycake meal'
3, u'juice concentrate'
3, u'kaffir lime'
3, u'knockwurst sausage'
3, u'kosher salt'
3, u'lamb brain'
3, u'lamb broth'
3, u'lamb forequarter'
3, u'lamb heart'
3, u'lamb leg'
3, u'lamb liver'
3, u'lamb loin'
3, u'lamb offal'
3, u'lamb rib'
3, u'lamb rump'
3, u'lamb saddle'
3, u'lamb shoulder'
3, u'lamb stock'
3, u'lamb tenderloin'
3, u'lamb tongue'
3, u'lamb tripe'
3, u'lasagna'
3, u'lasagna'
3, u'lasagna noodle'
3, u'lasagna pasta'
3, u'lasagne pasta'
3, u'latte mozzarella'
3, u'leek'
3, u'lemon basil'
3, u'lemon ice'
3, u'lemon jell-o'
3, u'lemon liqueur'
3, u'lemon mayonnaise'
3, u'lemon pepper'
3, u'lemon rum'
3, u'lemon syrup'
3, u'lemon vodka'
3, u'lettuce heart'
3, u'licorice'
3, u'licorice'
3, u'licorice candy'
3, u'licorice paste'
3, u'light_cream'
3, u'linguine pasta'
3, u'liqueur tokay'
3, u'lobster bisque'
3, u'lobster stock'
3, u'loin chop'
3, u'macaroni pasta'
3, u'madeira wine'
3, u'maize flour'
3, u'malmsey wine'
3, u'malt syrup'
3, u'manicotti pasta'
3, u'maraschino'
3, u'marinara sauce'
3, u'marjoram'
3, u'marjoram'
3, u'marsala wine'
3, u'matzo cake'
3, u'matzo cracker'
3, u'meat broth'
3, u'meat dripping'
3, u'meat gravy'
3, u'meat ravioli'
3, u'meat sauce'
3, u'meat stock'
3, u'meat tortellini'
3, u'meatloaf mix'
3, u'medium grain'
3, u'medium sherry'
3, u'merlot wine'
3, u'milk_powder'
3, u'minestrone'
3, u'mint bitter'
3, u'monkfish fillet'
3, u'morello cherry'
3, u'mostaccioli pasta'
3, u'muenster cheese'
3, u'mullet roe'
3, u'muscat'
3, u'muscatel grape'
3, u'muscatel raisin'
3, u'mushroom paste'
3, u'mushroom ravioli'
3, u'mushroom soup'
3, u'mustard'
3, u'mustard paste'
3, u'mustard syrup'
3, u'mutton leg'
3, u'mutton shoulder'
3, u'mutton stock'
3, u'napa cabbage'
3, u'navy_bean'
3, u'neck clam'
3, u'new_york_strip'
3, u'oatmeal'
3, u'ocean_perch'
3, u'oil'
3, u'oil mayonnaise'
3, u'oka cheese'
3, u'olive juice'
3, u'olive paste'
3, u'olive tapenade'
3, u'onion sprout'
3, u'orange bitter'
3, u'orange cherry'
3, u'orange pepper'
3, u'orange syrup'
3, u'orange vodka'
3, u'orzo pasta'
3, u'oyster liquor'
3, u'oyster sauce'
3, u'paella rice'
3, u'papaya'
3, u'paprika'
3, u'paprika oil'
3, u'parmesan cheese'
3, u'parsley juice'
3, u'partridge liver'
3, u'pasta flour'
3, u'pasta_sauce'
3, u'pastry cream'
3, u'pastry flour'
3, u'pastry pie'
3, u'pastry tart'
3, u'pea sprout'
3, u'pea_bean'
3, u'peach brandy'
3, u'peach jam'
3, u'peach jell-o'
3, u'peach juice'
3, u'peach liqueur'
3, u'peach nectar'
3, u'peach schnapps'
3, u'peanut potato'
3, u'peanut sauce'
3, u'pear brandy'
3, u'pear cider'
3, u'pear juice'
3, u'pear liqueur'
3, u'pear tomato'
3, u'penne pasta'
3, u'pepper'
3, u'pepper oil'
3, u'pepper relish'
3, u'pheasant liver'
3, u'phyllo pastry'
3, u'picnic pork'
3, u'pie_crust'
3, u'pilsner beer'
3, u'pimento'
3, u'pimento'
3, u'pimiento'
3, u'pineapple cake'
3, u'pineapple syrup'
3, u'pistachio'
3, u'pistachio flour'
3, u'pistachio ice'
3, u'pistachio oil'
3, u'pistachio paste'
3, u'pizza flour'
3, u'pizza sauce'
3, u'plum jam'
3, u'polenta flour'
3, u'pomegranate juice'
3, u'pomegranate molasses'
3, u'pork broth'
3, u'pork chine'
3, u'pork chop'
3, u'pork crackling'
3, u'pork dripping'
3, u'pork hock'
3, u'pork leg'
3, u'pork liver'
3, u'pork mince'
3, u'pork rib'
3, u'pork rump'
3, u'pork shoulder'
3, u'pork sparerib'
3, u'pork stock'
3, u'pork tripe'
3, u'pork_roast'
3, u'port'
3, u'porterhouse pork'
3, u'poultry stock'
3, u'praline candy'
3, u'prawn'
3, u'prawn stock'
3, u'prune plum'
3, u'puff pastry'
3, u'pumpkin puree'
3, u'pumpkin ravioli'
3, u'pumpkin squash'
3, u'purple_onion'
3, u'quahog clam'
3, u'quail egg'
3, u'quince paste'
3, u'rabbit leg'
3, u'rabbit liver'
3, u'rabbit loin'
3, u'rabbit saddle'
3, u'rabbit stock'
3, u'radish green'
3, u'radish sprout'
3, u'raspberry jam'
3, u'raspberry liqueur'
3, u'raspberry syrup'
3, u'raspberry vinegar'
3, u'rib chop'
3, u'rice cracker'
3, u'rice flour'
3, u'rice lasagne'
3, u'rice mix'
3, u'rice noodle'
3, u'rice penne'
3, u'rice vermicelli'
3, u'rice vinegar'
3, u'rice wafer'
3, u'rice wine'
3, u'rigatoni pasta'
3, u'roast chicken'
3, u'roast turkey'
3, u'rock shrimp'
3, u'rock sugar'
3, u'rock_lobster'
3, u'rock_lobster'
3, u'rockfish'
3, u'romaine'
3, u'roquefort cheese'
3, u'rose sauce'
3, u'rosemary bread'
3, u'rosemary honey'
3, u'rosemary oil'
3, u'round beef'
3, u'round lettuce'
3, u'round roll'
3, u'rutabaga'
3, u'rutabaga'
3, u'rye flour'
3, u'saffron linguine'
3, u'saffron milk'
3, u'saffron pasta'
3, u'sage honey'
3, u'salad mix'
3, u'salad onion'
3, u'salmon caviar'
3, u'salmon roe'
3, u'salmon_trout'
3, u'saltine cracker'
3, u'sandwich cooky'
3, u'sandwich roll'
3, u'sausage ravioli'
3, u'sauternes wine'
3, u'savory pizza'
3, u'scallion'
3, u'scotch'
3, u'scotch_whiskey'
3, u'seafood broth'
3, u'self-raising_flour'
3, u'seltzer water'
3, u'semolina flour'
3, u'semolina roll'
3, u'sesame cracker'
3, u'seville_oranges'
3, u'seville_oranges'
3, u'shallot vinegar'
3, u'shellfish stock'
3, u'sherry vinegar'
3, u'shin'
3, u'shoulder chop'
3, u'shrimp stock'
3, u'simple syrup'
3, u'snap_pea'
3, u'soave wine'
3, u'soda'
3, u'soda_water'
3, u'soft-shell_clam'
3, u'soft-shell_clam'
3, u'sorghum flour'
3, u'sorrel'
3, u'sour mix'
3, u'sour pickle'
3, u'sour_cream'
3, u'soy'
3, u'spaghetti pasta'
3, u'spaghettini pasta'
3, u'spinach fettuccine'
3, u'spinach lasagne'
3, u'spinach pasta'
3, u'spinach penne'
3, u'spinach ravioli'
3, u'spinach tagliatelle'
3, u'spinach_beet'
3, u'spinach_beet'
3, u'split chickpea'
3, u'split lentil'
3, u'split pea'
3, u'sprout'
3, u'stick noodle'
3, u'stilton cheese'
3, u'strawberry jell-o'
3, u'strawberry liqueur'
3, u'sugar plum'
3, u'sugar pumpkin'
3, u'sultana grape'
3, u'sweet chocolate'
3, u'sweet fennel'
3, u'sweet marsala'
3, u'sweet onion'
3, u'sweet paprika'
3, u'sweet sausage'
3, u'sweet sherry'
3, u'sweet wine'
3, u'swordfish fillet'
3, u'swordfish steak'
3, u'tabasco chipotle'
3, u'table cream'
3, u'tagliatelle pasta'
3, u'tamarind juice'
3, u'tangerine juice'
3, u'tapioca flour'
3, u'tarragon vinegar'
3, u'tart apple'
3, u'tart cherry'
3, u'tempura flour'
3, u'thyme honey'
3, u'tiramisu liqueur'
3, u'torpedo roll'
3, u'truffle butter'
3, u'truffle candy'
3, u'truffle honey'
3, u'truffle juice'
3, u'truffle oil'
3, u'truffle paste'
3, u'tuna loin'
3, u'turkey broth'
3, u'turkey heart'
3, u'turkey liver'
3, u'turkey sausage'
3, u'turkey stock'
3, u'turkey tenderloin'
3, u'turnip'
3, u'vanilla'
3, u'vanilla paste'
3, u'vanilla sugar'
3, u'vanilla wafer'
3, u'veal brain'
3, u'veal brisket'
3, u'veal broth'
3, u'veal chop'
3, u'veal demiglace'
3, u'veal heart'
3, u'veal hock'
3, u'veal leg'
3, u'veal liver'
3, u'veal loin'
3, u'veal marrow'
3, u'veal mince'
3, u'veal rib'
3, u'veal rump'
3, u'veal saddle'
3, u'veal scallop'
3, u'veal schnitzel'
3, u'veal shoulder'
3, u'veal stock'
3, u'veal tenderloin'
3, u'veal tongue'
3, u'veal tripe'
3, u'vegetable bouillon'
3, u'vegetable broth'
3, u'vegetable juice'
3, u'vegetable stock'
3, u'venison chop'
3, u'venison leg'
3, u'venison loin'
3, u'venison offal'
3, u'venison saddle'
3, u'venison shoulder'
3, u'venison stock'
3, u'venison tenderloin'
3, u'verdicchio wine'
3, u'vermicelli noodle'
3, u'vermicelli pasta'
3, u'vinegar pepper'
3, u'vinegar pickle'
3, u'vino'
3, u'wafer cooky'
3, u'waffle mix'
3, u'wasabi paste'
3, u'watermelon radish'
3, u'wax_bean'
3, u'wheat'
3, u'wheat cereal'
3, u'wheat cracker'
3, u'wheat fettuccine'
3, u'wheat grain'
3, u'wheat linguine'
3, u'wheat macaroni'
3, u'wheat pasta'
3, u'wheat pastry'
3, u'wheat penne'
3, u'wheat rigatoni'
3, u'wheat semolina'
3, u'wheat spaghetti'
3, u'whiskey'
3, u'wine grape'
3, u'worcester_sauce'
3, u'yoghurt'
3, u'yogurt starter'
3, u'zinfandel wine'
3, u'ziti pasta'
3, u'zwieback cracker'

